Barack_Obama_16_chunk_17.wav|Asian powers debate competing claims. |Asian powers debate competing claims. 
Barack_Obama_16_chunk_18.wav|Love history. |Love history. 
Barack_Obama_16_chunk_19.wav|And in europe in the united states you see people. |And in europe in the united states you see people. 
Barack_Obama_160_chunk_2.wav|Look i want to i want to be modest about this i am not a tv host i am i was a i was a. |Look i want to i want to be modest about this i am not a tv host i am i was a i was a. 
Barack_Obama_160_chunk_4.wav|Participant collaborator at prop for caroline. |Participant collaborator at prop for caroline. 
Barack_Obama_160_chunk_5.wav|And these amazing people whose story were telling. |And these amazing people whose story were telling. 
Barack_Obama_160_chunk_7.wav|And and i think that. |And and i think that. 
Barack_Obama_160_chunk_8.wav|You know for for. |You know for for. 
Barack_Obama_160_chunk_9.wav|For michelle myself. |For michelle myself. 
Barack_Obama_160_chunk_10.wav|To the extent that. |To the extent that. 
Barack_Obama_161_chunk_2.wav|Which is exhausting. |Which is exhausting. 
Barack_Obama_161_chunk_4.wav|This thing doesn't make sense when you read it out loud but it's too late you can't change it. |This thing doesn't make sense when you read it out loud but it's too late you can't change it. 
Barack_Obama_161_chunk_6.wav|So so so so the narration part wasn't. |So so so so the narration part wasn't. 
Barack_Obama_161_chunk_7.wav|Logistics. |Logistics. 
Barack_Obama_161_chunk_8.wav|Yeah we started. |Yeah we started. 
Barack_Obama_161_chunk_9.wav|With this idea of pre-pandemic the pandemic happens. |With this idea of pre-pandemic the pandemic happens. 
Barack_Obama_162_chunk_1.wav|To fix it and. |To fix it and. 
Barack_Obama_162_chunk_2.wav|They need to be active citizens and they have to be in a position to talk to their friends and their teachers and their future co-workers in ways that try to shed some light as opposed to. |They need to be active citizens and they have to be in a position to talk to their friends and their teachers and their future co-workers in ways that try to shed some light as opposed to. 
Barack_Obama_162_chunk_4.wav|Generate a lot of sound and fury. |Generate a lot of sound and fury. 
Barack_Obama_162_chunk_6.wav|And i expect that's what they're going to do. |And i expect that's what they're going to do. 
Barack_Obama_163_chunk_1.wav|I don't want. |I don't want. 
Barack_Obama_163_chunk_3.wav|I don't want to project today. |I don't want to project today. 
Barack_Obama_163_chunk_4.wav|What could end up happening but obviously it's a volatile. |What could end up happening but obviously it's a volatile. 
Barack_Obama_163_chunk_5.wav|Environment. |Environment. 
Barack_Obama_163_chunk_6.wav|What we've seen in the past is. |What we've seen in the past is. 
Barack_Obama_163_chunk_7.wav|When sudden unilateral moves are made that speak to some of the core issues and sensitivities. |When sudden unilateral moves are made that speak to some of the core issues and sensitivities. 
Barack_Obama_163_chunk_8.wav|Of either side. |Of either side. 
Barack_Obama_163_chunk_9.wav|That can be explosive and and what we've tried to do in the transition. |That can be explosive and and what we've tried to do in the transition. 
Barack_Obama_163_chunk_11.wav|Provide the. |Provide the. 
Barack_Obama_164_chunk_1.wav|This incredible transformation that that was happening in society out there you know when i gave. |This incredible transformation that that was happening in society out there you know when i gave. 
Barack_Obama_164_chunk_3.wav|The presidential medal of freedom i meant what i said i think. |The presidential medal of freedom i meant what i said i think. 
Barack_Obama_164_chunk_5.wav|Somebody that kind and likable. |Somebody that kind and likable. 
Barack_Obama_164_chunk_6.wav|Projecting into. |Projecting into. 
Barack_Obama_164_chunk_8.wav|Living rooms around the country. |Living rooms around the country. 
Barack_Obama_165_chunk_1.wav|The preserve the possibility of a two-state solution because we do not see an alternative to it. |The preserve the possibility of a two-state solution because we do not see an alternative to it. 
Barack_Obama_165_chunk_2.wav|And i've said this directly to prime minister netanyahu i've said it. |And i've said this directly to prime minister netanyahu i've said it. 
Barack_Obama_165_chunk_3.wav|Inside of israel i've said it. |Inside of israel i've said it. 
Barack_Obama_165_chunk_4.wav|To palestinians as well. |To palestinians as well. 
Barack_Obama_165_chunk_5.wav|I don't see how. |I don't see how. 
Barack_Obama_165_chunk_6.wav|This issue gets resolved in a way. |This issue gets resolved in a way. 
Barack_Obama_165_chunk_8.wav|Maintains israel. |Maintains israel. 
Barack_Obama_165_chunk_9.wav|Has. |Has. 
Barack_Obama_165_chunk_10.wav|Jewish and a democracy. |Jewish and a democracy. 
Barack_Obama_165_chunk_11.wav|Because if you. |Because if you. 
Barack_Obama_166_chunk_2.wav|You know we. |You know we. 
Barack_Obama_166_chunk_3.wav|When when when when when we feel stressed when we feel pressure. |When when when when when we feel stressed when we feel pressure. 
Barack_Obama_166_chunk_5.wav|When when. |When when. 
Barack_Obama_166_chunk_6.wav|We're just fed information that current encourages some of our worst instincts we tend to fall back into some of the old. |We're just fed information that current encourages some of our worst instincts we tend to fall back into some of the old. 
Barack_Obama_166_chunk_7.wav|Racial fears and racial divisions and racial stereotypes and. |Racial fears and racial divisions and racial stereotypes and. 
Barack_Obama_166_chunk_8.wav|It's. |It's. 
Barack_Obama_167_chunk_1.wav|I don't see a contradiction first of all i haven't commented on wikileaks generally. |I don't see a contradiction first of all i haven't commented on wikileaks generally. 
Barack_Obama_167_chunk_3.wav|The conclusions. |The conclusions. 
Barack_Obama_167_chunk_4.wav|The intelligence community with respect to the russian hacking we're not conclusive as to whether wikileaks was waiting or not in. |The intelligence community with respect to the russian hacking we're not conclusive as to whether wikileaks was waiting or not in. 
Barack_Obama_167_chunk_6.wav|Being the conduit through which we heard about the dnc emails that were late. |Being the conduit through which we heard about the dnc emails that were late. 
Barack_Obama_168_chunk_2.wav|An unfiltered collection of voices. |An unfiltered collection of voices. 
Barack_Obama_168_chunk_3.wav|Were people were able to just speak directly to. |Were people were able to just speak directly to. 
Barack_Obama_168_chunk_4.wav|A vital part of their lives. |A vital part of their lives. 
Barack_Obama_168_chunk_6.wav|Studs was such a master listener. |Studs was such a master listener. 
Barack_Obama_168_chunk_7.wav|Ripe at. |Ripe at. 
Barack_Obama_168_chunk_8.wav|And it was so curious about everybody's life. |And it was so curious about everybody's life. 
Barack_Obama_168_chunk_9.wav|And this was at a time when i was beginning to work as a community organizer and. |And this was at a time when i was beginning to work as a community organizer and. 
Barack_Obama_169_chunk_2.wav|It is simply not true that things have gotten worse they have. |It is simply not true that things have gotten worse they have. 
Barack_Obama_169_chunk_3.wav|Things are getting better and i have more confidence on racial issues in the next generation that i do in our generation or the previous generation. |Things are getting better and i have more confidence on racial issues in the next generation that i do in our generation or the previous generation. 
Barack_Obama_169_chunk_4.wav|I think kids are smarter about it. |I think kids are smarter about it. 
Barack_Obama_169_chunk_5.wav|They're more tolerant. |They're more tolerant. 
Barack_Obama_169_chunk_6.wav|Are more inclusive by instinct. |Are more inclusive by instinct. 
Barack_Obama_169_chunk_7.wav|Then we. |Then we. 
Barack_Obama_169_chunk_9.wav|Help that along. |Help that along. 
Barack_Obama_17_chunk_2.wav|We're going to have to pursue the hard work of diplomacy that aims to stop the violence. |We're going to have to pursue the hard work of diplomacy that aims to stop the violence. 
Barack_Obama_17_chunk_3.wav|And deliver aid to those in need. |And deliver aid to those in need. 
Barack_Obama_17_chunk_4.wav|And support those who pursue a political settlement and can see those who are not like themselves. |And support those who pursue a political settlement and can see those who are not like themselves. 
Barack_Obama_17_chunk_5.wav|As worthy. |As worthy. 
Barack_Obama_17_chunk_6.wav|I'm dignity and respect. |I'm dignity and respect. 
Barack_Obama_17_chunk_7.wav|Across the regions complex. |Across the regions complex. 
Barack_Obama_17_chunk_8.wav|We have to insist that all parties recognize a common humanity. |We have to insist that all parties recognize a common humanity. 
Barack_Obama_17_chunk_9.wav|And the nation's end proxy wars that fuel disorder. |And the nation's end proxy wars that fuel disorder. 
Barack_Obama_17_chunk_10.wav|Because until basic questions are answered about how communities. |Because until basic questions are answered about how communities. 
Barack_Obama_17_chunk_11.wav|Coexist. |Coexist. 
Barack_Obama_17_chunk_12.wav|The embers of extremism will continue to burn. |The embers of extremism will continue to burn. 
Barack_Obama_17_chunk_13.wav|Countless human beings will suffer. |Countless human beings will suffer. 
Barack_Obama_17_chunk_14.wav|Most of all in that region. |Most of all in that region. 
Barack_Obama_17_chunk_15.wav|But extremism will continue to be exported overseas. |But extremism will continue to be exported overseas. 
Barack_Obama_17_chunk_16.wav|In the world. |In the world. 
Barack_Obama_17_chunk_17.wav|Is too small for us to simply be able to build a wall. |Is too small for us to simply be able to build a wall. 
Barack_Obama_17_chunk_18.wav|And prevent it from affecting our own society. |And prevent it from affecting our own society. 
Barack_Obama_170_chunk_2.wav|Start a baskin-robbins and waiting tables and painting and working a construction site all the way through being a lawyer. |Start a baskin-robbins and waiting tables and painting and working a construction site all the way through being a lawyer. 
Barack_Obama_170_chunk_3.wav|One of the things that i think tough. |One of the things that i think tough. 
Barack_Obama_170_chunk_4.wav|Oftentimes in modern work is monotony right if you're just doing the same thing over and over. |Oftentimes in modern work is monotony right if you're just doing the same thing over and over. 
Barack_Obama_170_chunk_7.wav|In particularly if you're sitting and. |In particularly if you're sitting and. 
Barack_Obama_170_chunk_9.wav|The nice thing about being president was. |The nice thing about being president was. 
Barack_Obama_171_chunk_1.wav|The reason i was. |The reason i was. 
Barack_Obama_171_chunk_2.wav|The car. |The car. 
Barack_Obama_171_chunk_3.wav|Set up trust. |Set up trust. 
Barack_Obama_171_chunk_4.wav|Was because one of the frustrations of being president. |Was because one of the frustrations of being president. 
Barack_Obama_171_chunk_5.wav|Is. |Is. 
Barack_Obama_171_chunk_6.wav|It changes the space around you and and the everybody's a little nervous and everybody's. |It changes the space around you and and the everybody's a little nervous and everybody's. 
Barack_Obama_171_chunk_7.wav|Got preconceptions. |Got preconceptions. 
Barack_Obama_171_chunk_8.wav|I can't tell you how many times people will be in a photo line. |I can't tell you how many times people will be in a photo line. 
Barack_Obama_171_chunk_10.wav|I was trying to think of what to say and. |I was trying to think of what to say and. 
Barack_Obama_171_chunk_11.wav|And and so. |And and so. 
Barack_Obama_172_chunk_1.wav|I think it is in america's interest. |I think it is in america's interest. 
Barack_Obama_172_chunk_2.wav|And the world's interest that we have a constructive relationship with russia. |And the world's interest that we have a constructive relationship with russia. 
Barack_Obama_172_chunk_3.wav|That's been my approach throughout my presidency. |That's been my approach throughout my presidency. 
Barack_Obama_172_chunk_4.wav|Where are interests of overlapped we've worked together. |Where are interests of overlapped we've worked together. 
Barack_Obama_172_chunk_5.wav|At the beginning of my turn my. |At the beginning of my turn my. 
Barack_Obama_172_chunk_6.wav|Did what i could to encourage russia to be a constructive member of the international community. |Did what i could to encourage russia to be a constructive member of the international community. 
Barack_Obama_172_chunk_8.wav|Tried to work with. |Tried to work with. 
Barack_Obama_172_chunk_10.wav|Did the president and the. |Did the president and the. 
Barack_Obama_173_chunk_2.wav|This is a job. |This is a job. 
Barack_Obama_173_chunk_3.wav|Of such. |Of such. 
Barack_Obama_173_chunk_5.wav|Bet you can't do it by yourself. |Bet you can't do it by yourself. 
Barack_Obama_173_chunk_6.wav|You are enormously reliant on. |You are enormously reliant on. 
Barack_Obama_173_chunk_9.wav|Your cabinet. |Your cabinet. 
Barack_Obama_173_chunk_10.wav|Your senior white house staff. |Your senior white house staff. 
Barack_Obama_173_chunk_11.wav|All the way to. |All the way to. 
Barack_Obama_173_chunk_12.wav|Fairly junior. |Fairly junior. 
Barack_Obama_173_chunk_13.wav|Folks in their twenties and thirties but who are executing on significant responsibilities. |Folks in their twenties and thirties but who are executing on significant responsibilities. 
Barack_Obama_173_chunk_14.wav|And so. |And so. 
Barack_Obama_173_chunk_15.wav|How do you put a team together. |How do you put a team together. 
Barack_Obama_174_chunk_1.wav|Active consumer of your work rather than. |Active consumer of your work rather than. 
Barack_Obama_174_chunk_2.wav|Always the subject of it. |Always the subject of it. 
Barack_Obama_174_chunk_3.wav|I want to thank you all for your. |I want to thank you all for your. 
Barack_Obama_174_chunk_4.wav|Extraordinary service to our democracy and with. |Extraordinary service to our democracy and with. 
Barack_Obama_174_chunk_5.wav|I will take some questions and i will start with jeff mason whose term apparently is not up i thought you know we'd be going out together brother but. |I will take some questions and i will start with jeff mason whose term apparently is not up i thought you know we'd be going out together brother but. 
Barack_Obama_174_chunk_8.wav|First of all. |First of all. 
Barack_Obama_174_chunk_9.wav|Let's be clear. |Let's be clear. 
Barack_Obama_174_chunk_10.wav|Chelsea man. |Chelsea man. 
Barack_Obama_175_chunk_1.wav|One of the things we've always insisted on there are a lot of ways of serving. |One of the things we've always insisted on there are a lot of ways of serving. 
Barack_Obama_175_chunk_3.wav|You can serve by. |You can serve by. 
Barack_Obama_175_chunk_5.wav|Being an engineer and. |Being an engineer and. 
Barack_Obama_175_chunk_6.wav|Making good products. |Making good products. 
Barack_Obama_175_chunk_7.wav|Starting a company and then treating your employees well and and paying them right. |Starting a company and then treating your employees well and and paying them right. 
Barack_Obama_175_chunk_9.wav|You can be of service by being a great mom. |You can be of service by being a great mom. 
Barack_Obama_175_chunk_10.wav|And raising a child. |And raising a child. 
Barack_Obama_176_chunk_3.wav|So. |So. 
Barack_Obama_176_chunk_4.wav|Got an extraordinary job building up trust. |Got an extraordinary job building up trust. 
Barack_Obama_176_chunk_6.wav|Getting people to feel comfortable. |Getting people to feel comfortable. 
Barack_Obama_176_chunk_7.wav|Revealing their lives and talking about. |Revealing their lives and talking about. 
Barack_Obama_176_chunk_9.wav|But their hopes and their struggles. |But their hopes and their struggles. 
Barack_Obama_176_chunk_10.wav|So so i was benefiting from some of that figure there's a heisenberg principle. |So so i was benefiting from some of that figure there's a heisenberg principle. 
Barack_Obama_176_chunk_11.wav|He would probably be pleased i understand your point we we. |He would probably be pleased i understand your point we we. 
Barack_Obama_177_chunk_2.wav|I think all right if you were suggesting that there are some differences between me and my successor. |I think all right if you were suggesting that there are some differences between me and my successor. 
Barack_Obama_177_chunk_3.wav|That is acc. |That is acc. 
Barack_Obama_177_chunk_5.wav|Emerson thoreau. |Emerson thoreau. 
Barack_Obama_177_chunk_6.wav|Whitman. |Whitman. 
Barack_Obama_177_chunk_7.wav|Radar our greatest literature has that same democratic qual. |Radar our greatest literature has that same democratic qual. 
Barack_Obama_177_chunk_8.wav|All right that same sense of. |All right that same sense of. 
Barack_Obama_178_chunk_1.wav|Do not have two states. |Do not have two states. 
Barack_Obama_178_chunk_3.wav|In some form or fashion you are extending an occupation. |In some form or fashion you are extending an occupation. 
Barack_Obama_178_chunk_4.wav|Functionally you end up having. |Functionally you end up having. 
Barack_Obama_178_chunk_5.wav|One. |One. 
Barack_Obama_178_chunk_6.wav|In which. |In which. 
Barack_Obama_178_chunk_7.wav|Millions of people. |Millions of people. 
Barack_Obama_178_chunk_8.wav|Are disenfranchised and operated second-class. |Are disenfranchised and operated second-class. 
Barack_Obama_178_chunk_10.wav|Residence you can't even call them citizens necessarily. |Residence you can't even call them citizens necessarily. 
Barack_Obama_178_chunk_13.wav|So so the goal of the resolution. |So so the goal of the resolution. 
Barack_Obama_179_chunk_1.wav|So it was a joy working with. |So it was a joy working with. 
Barack_Obama_179_chunk_2.wav|She was she was terrific and she was funny and. |She was she was terrific and she was funny and. 
Barack_Obama_179_chunk_3.wav|Professional. |Professional. 
Barack_Obama_179_chunk_4.wav|Should get a little stressed sometimes. |Should get a little stressed sometimes. 
Barack_Obama_179_chunk_5.wav|Fanatic kind of walker off ledges but that's okay. |Fanatic kind of walker off ledges but that's okay. 
Barack_Obama_179_chunk_6.wav|When it comes to narration. |When it comes to narration. 
Barack_Obama_179_chunk_7.wav|And the voice overs etc. |And the voice overs etc. 
Barack_Obama_179_chunk_8.wav|I had read all my books on audio. |I had read all my books on audio. 
Barack_Obama_18_chunk_1.wav|How did human rights. |How did human rights. 
Barack_Obama_18_chunk_2.wav|And welcome scrutiny of our own action. |And welcome scrutiny of our own action. 
Barack_Obama_18_chunk_3.wav|We found our power to international laws and institutions. |We found our power to international laws and institutions. 
Barack_Obama_18_chunk_4.wav|When we made mistakes we tried to acknowledge them. |When we made mistakes we tried to acknowledge them. 
Barack_Obama_18_chunk_5.wav|We have work to roll back poverty and hunger and disease beyond our borders not just within our borders. |We have work to roll back poverty and hunger and disease beyond our borders not just within our borders. 
Barack_Obama_18_chunk_6.wav|I'm proud of that. |I'm proud of that. 
Barack_Obama_18_chunk_7.wav|But i also know that. |But i also know that. 
Barack_Obama_18_chunk_8.wav|We. |We. 
Barack_Obama_18_chunk_9.wav|Do this song. |Do this song. 
Barack_Obama_18_chunk_10.wav|And i believe that. |And i believe that. 
Barack_Obama_18_chunk_12.wav|The challenges of this century we are all going to have to do more. |The challenges of this century we are all going to have to do more. 
Barack_Obama_18_chunk_13.wav|To build up. |To build up. 
Barack_Obama_18_chunk_14.wav|International capacity. |International capacity. 
Barack_Obama_18_chunk_15.wav|We cannot escape the prospect of nuclear war unless we all commit to stopping the spread of nuclear weapons. |We cannot escape the prospect of nuclear war unless we all commit to stopping the spread of nuclear weapons. 
Barack_Obama_18_chunk_16.wav|And pursuing a world without them. |And pursuing a world without them. 
Barack_Obama_180_chunk_1.wav|In our policy. |In our policy. 
Barack_Obama_180_chunk_3.wav|My view was after 50 years of policy not working. |My view was after 50 years of policy not working. 
Barack_Obama_180_chunk_4.wav|It made sense for us to try to. |It made sense for us to try to. 
Barack_Obama_180_chunk_5.wav|Reopen diplomatic relations. |Reopen diplomatic relations. 
Barack_Obama_180_chunk_7.wav|Engage a cuban government to be honest with them about the strong disagreements we have around. |Engage a cuban government to be honest with them about the strong disagreements we have around. 
Barack_Obama_180_chunk_9.wav|Political repression and treatment of. |Political repression and treatment of. 
Barack_Obama_180_chunk_10.wav|The centers and freedom of press and freedom of religion. |The centers and freedom of press and freedom of religion. 
Barack_Obama_181_chunk_2.wav|Are the effectiveness of the greatest military on earth. |Are the effectiveness of the greatest military on earth. 
Barack_Obama_181_chunk_4.wav|And then to have. |And then to have. 
Barack_Obama_181_chunk_5.wav|Defense secretary. |Defense secretary. 
Barack_Obama_181_chunk_6.wav|In bob gates. |In bob gates. 
Barack_Obama_181_chunk_7.wav|A chairman and mike mullen and the joint chiefs who. |A chairman and mike mullen and the joint chiefs who. 
Barack_Obama_181_chunk_8.wav|We're open to evidence and. |We're open to evidence and. 
Barack_Obama_181_chunk_10.wav|Ultimately. |Ultimately. 
Barack_Obama_181_chunk_11.wav|It'll work with me to do the right thing. |It'll work with me to do the right thing. 
Barack_Obama_181_chunk_13.wav|I am proud of that. |I am proud of that. 
Barack_Obama_181_chunk_14.wav|But but again none of that would have happened without. |But but again none of that would have happened without. 
Barack_Obama_182_chunk_1.wav|I think the most important thing i would say to simon is just recognized. |I think the most important thing i would say to simon is just recognized. 
Barack_Obama_182_chunk_3.wav|You do need that thing. |You do need that thing. 
Barack_Obama_182_chunk_4.wav|In your life. |In your life. 
Barack_Obama_182_chunk_5.wav|That connects you to other people. |That connects you to other people. 
Barack_Obama_182_chunk_6.wav|And connects you to something larger than yourself. |And connects you to something larger than yourself. 
Barack_Obama_182_chunk_8.wav|That better if all you are doing. |That better if all you are doing. 
Barack_Obama_182_chunk_9.wav|Is chasing after a butt. |Is chasing after a butt. 
Barack_Obama_182_chunk_10.wav|If. |If. 
Barack_Obama_183_chunk_1.wav|Certain issues or certain moments where i think. |Certain issues or certain moments where i think. 
Barack_Obama_183_chunk_2.wav|Are core values may be at stake. |Are core values may be at stake. 
Barack_Obama_183_chunk_4.wav|I put in that category if i saw systemic discrimination. |I put in that category if i saw systemic discrimination. 
Barack_Obama_183_chunk_5.wav|Being ratified in some fashion. |Being ratified in some fashion. 
Barack_Obama_183_chunk_7.wav|I put in that category. |I put in that category. 
Barack_Obama_183_chunk_9.wav|Explicit. |Explicit. 
Barack_Obama_183_chunk_11.wav|Function. |Function. 
Barack_Obama_184_chunk_2.wav|Being president is a who i love i love. |Being president is a who i love i love. 
Barack_Obama_184_chunk_4.wav|Caroline talked about. |Caroline talked about. 
Barack_Obama_184_chunk_6.wav|You have a bunch of difficult problems but. |You have a bunch of difficult problems but. 
Barack_Obama_184_chunk_9.wav|You're you're not locked into any kind of menat. |You're you're not locked into any kind of menat. 
Barack_Obama_184_chunk_10.wav|Right and i think a lot of times my experience. |Right and i think a lot of times my experience. 
Barack_Obama_185_chunk_1.wav|That wherever possible. |That wherever possible. 
Barack_Obama_185_chunk_2.wav|We need folks who may have legitimate concerns about. |We need folks who may have legitimate concerns about. 
Barack_Obama_185_chunk_3.wav|The actions of government or their superiors or the agencies in which they work. |The actions of government or their superiors or the agencies in which they work. 
Barack_Obama_185_chunk_4.wav|Did they try to work through the established channels and avail themselves of the whistleblower protections that. |Did they try to work through the established channels and avail themselves of the whistleblower protections that. 
Barack_Obama_185_chunk_5.wav|I have been put in place i recognized that there's some folks who think they're not enough. |I have been put in place i recognized that there's some folks who think they're not enough. 
Barack_Obama_185_chunk_7.wav|Institutions. |Institutions. 
Barack_Obama_185_chunk_8.wav|May find. |May find. 
Barack_Obama_186_chunk_1.wav|Right part of your job. |Right part of your job. 
Barack_Obama_186_chunk_2.wav|Part of my job as president part of any leaders job is to. |Part of my job as president part of any leaders job is to. 
Barack_Obama_186_chunk_3.wav|Try to see if we can get everybody on the same page exactly yeah but it wasn't that was not always. |Try to see if we can get everybody on the same page exactly yeah but it wasn't that was not always. 
Barack_Obama_186_chunk_6.wav|I think caroline spoke to something that. |I think caroline spoke to something that. 
Barack_Obama_186_chunk_7.wav|All of us. |All of us. 
Barack_Obama_186_chunk_9.wav|Constantly. |Constantly. 
Barack_Obama_187_chunk_1.wav|Does the reason that we are the only country. |Does the reason that we are the only country. 
Barack_Obama_187_chunk_2.wav|Among advanced democracies. |Among advanced democracies. 
Barack_Obama_187_chunk_3.wav|That makes it harder to vote. |That makes it harder to vote. 
Barack_Obama_187_chunk_4.wav|Is. |Is. 
Barack_Obama_187_chunk_5.wav|If traces directly back to jim crow. |If traces directly back to jim crow. 
Barack_Obama_187_chunk_6.wav|And the legacy of slavery. |And the legacy of slavery. 
Barack_Obama_187_chunk_7.wav|And it became sort of acceptable to restrict the franchise. |And it became sort of acceptable to restrict the franchise. 
Barack_Obama_187_chunk_9.wav|That's not who we are. |That's not who we are. 
Barack_Obama_187_chunk_10.wav|That shouldn't be who we are that's not when america works best. |That shouldn't be who we are that's not when america works best. 
Barack_Obama_187_chunk_11.wav|So i hope that. |So i hope that. 
Barack_Obama_188_chunk_1.wav|Is. |Is. 
Barack_Obama_188_chunk_2.wav|This we know what's. |This we know what's. 
Barack_Obama_188_chunk_3.wav|We know that. |We know that. 
Barack_Obama_188_chunk_4.wav|Pride in our in a sense of purpose and what we do and connections and relationships and family. |Pride in our in a sense of purpose and what we do and connections and relationships and family. 
Barack_Obama_188_chunk_5.wav|Those are the things that last. |Those are the things that last. 
Barack_Obama_188_chunk_7.wav|That's not really how we organize. |That's not really how we organize. 
Barack_Obama_188_chunk_8.wav|Our econ. |Our econ. 
Barack_Obama_188_chunk_9.wav|And it's not what we recognize and part of the reason that you see people exploited and underpaid and. |And it's not what we recognize and part of the reason that you see people exploited and underpaid and. 
Barack_Obama_189_chunk_1.wav|That hole in the gulf. |That hole in the gulf. 
Barack_Obama_189_chunk_2.wav|It has given me the ability to go back to my team and say will you get this solved before the next press conference. |It has given me the ability to go back to my team and say will you get this solved before the next press conference. 
Barack_Obama_189_chunk_4.wav|I've spent a lot of time on my. |I've spent a lot of time on my. 
Barack_Obama_189_chunk_5.wav|In my farewell address talking about. |In my farewell address talking about. 
Barack_Obama_189_chunk_6.wav|The state of our democracy. |The state of our democracy. 
Barack_Obama_189_chunk_7.wav|It goes without saying that. |It goes without saying that. 
Barack_Obama_189_chunk_8.wav|Essential to that is. |Essential to that is. 
Barack_Obama_189_chunk_9.wav|A free press. |A free press. 
Barack_Obama_189_chunk_10.wav|That is. |That is. 
Barack_Obama_189_chunk_11.wav|Part of how this place. |Part of how this place. 
Barack_Obama_19_chunk_1.wav|Walk again. |Walk again. 
Barack_Obama_19_chunk_2.wav|I've seen our doctors in volunteers rebuild after earthquakes and stop pandemics in their tracks. |I've seen our doctors in volunteers rebuild after earthquakes and stop pandemics in their tracks. 
Barack_Obama_19_chunk_3.wav|I've seen the youngest of children. |I've seen the youngest of children. 
Barack_Obama_19_chunk_4.wav|Remind us through the actions and through their generosity of our obligations to care for refugees. |Remind us through the actions and through their generosity of our obligations to care for refugees. 
Barack_Obama_19_chunk_5.wav|Or work for peace. |Or work for peace. 
Barack_Obama_19_chunk_6.wav|And above all to look up for each other. |And above all to look up for each other. 
Barack_Obama_19_chunk_7.wav|So that faith that i placed all those years ago not far from here. |So that faith that i placed all those years ago not far from here. 
Barack_Obama_19_chunk_8.wav|In the power of ordinary americans to bring about change. |In the power of ordinary americans to bring about change. 
Barack_Obama_19_chunk_9.wav|My faith has been rewarded in ways i could not have possibly imagined. |My faith has been rewarded in ways i could not have possibly imagined. 
Barack_Obama_19_chunk_10.wav|And i hope your faith has to. |And i hope your faith has to. 
Barack_Obama_19_chunk_11.wav|Some of you here tonight we're watching at home. |Some of you here tonight we're watching at home. 
Barack_Obama_19_chunk_12.wav|You were there with us in 2004 and 2008 2012. |You were there with us in 2004 and 2008 2012. 
Barack_Obama_190_chunk_2.wav|Adulthood where your life being a host not only did you have the home but you had kind of like had a little cheese on their little crackers. |Adulthood where your life being a host not only did you have the home but you had kind of like had a little cheese on their little crackers. 
Barack_Obama_190_chunk_3.wav|It was cute but that's an example of what caroline was talking about in terms of. |It was cute but that's an example of what caroline was talking about in terms of. 
Barack_Obama_190_chunk_6.wav|Visually catches. |Visually catches. 
Barack_Obama_190_chunk_7.wav|These days is a life that we all go through i mean part of the. |These days is a life that we all go through i mean part of the. 
Barack_Obama_191_chunk_2.wav|The actions that we take. |The actions that we take. 
Barack_Obama_191_chunk_3.wav|Have enormous consequences in ramifications. |Have enormous consequences in ramifications. 
Barack_Obama_191_chunk_5.wav|Biggest kid on the on the block and. |Biggest kid on the on the block and. 
Barack_Obama_191_chunk_7.wav|I think. |I think. 
Barack_Obama_191_chunk_8.wav|It is. |It is. 
Barack_Obama_191_chunk_9.wav|Write an appropriate for a new president. |Write an appropriate for a new president. 
Barack_Obama_191_chunk_10.wav|Test old assumptions and re-examine. |Test old assumptions and re-examine. 
Barack_Obama_191_chunk_12.wav|The old ways of doing things. |The old ways of doing things. 
Barack_Obama_192_chunk_2.wav|Michelle not getting our first condo. |Michelle not getting our first condo. 
Barack_Obama_192_chunk_4.wav|First time we had guess. |First time we had guess. 
Barack_Obama_192_chunk_6.wav|You know you're still trying to kind of figure out how i'd like. |You know you're still trying to kind of figure out how i'd like. 
Barack_Obama_192_chunk_7.wav|When we go over to your house. |When we go over to your house. 
Barack_Obama_192_chunk_8.wav|And you've got. |And you've got. 
Barack_Obama_192_chunk_9.wav|You're young son. |You're young son. 
Barack_Obama_192_chunk_10.wav|And it brought back all these memories of life yeah remember when we tried to entertain and. |And it brought back all these memories of life yeah remember when we tried to entertain and. 
Barack_Obama_193_chunk_1.wav|This is stupid that's bubbling up and people from everywhere. |This is stupid that's bubbling up and people from everywhere. 
Barack_Obama_193_chunk_2.wav|And then we're going to have to make sure that we. |And then we're going to have to make sure that we. 
Barack_Obama_193_chunk_3.wav|In our own lives and our own families and workplaces. |In our own lives and our own families and workplaces. 
Barack_Obama_193_chunk_4.wav|Do a better job. |Do a better job. 
Barack_Obama_193_chunk_7.wav|Everybody. |Everybody. 
Barack_Obama_193_chunk_8.wav|Basic respect. |Basic respect. 
Barack_Obama_193_chunk_10.wav|Understanding the not everybody starts off in the same situation and and imagining what would it be like if. |Understanding the not everybody starts off in the same situation and and imagining what would it be like if. 
Barack_Obama_193_chunk_11.wav|You were born in. |You were born in. 
Barack_Obama_193_chunk_12.wav|An inner city and. |An inner city and. 
Barack_Obama_194_chunk_2.wav|Christy parsons. |Christy parsons. 
Barack_Obama_194_chunk_3.wav|And krista you are going to. |And krista you are going to. 
Barack_Obama_194_chunk_4.wav|The last question christy. |The last question christy. 
Barack_Obama_194_chunk_5.wav|I've been knowing her since springfield illinois. |I've been knowing her since springfield illinois. 
